id,Age,Gender,Education,SES,FO,MO,FI,FS,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Smokernonsmoker,PARQF01_R,PARQF02,PARQF03_R,PARQF04,PARQF05,PARQF06,PARQF07,PARQF08,PARQF09_R,PARQF10,PARQF11,PARQF12_R,PARQF13_R,PARQF14,PARQF15,PARQF16,PARQF017_R,PARQF18,PARQF19_R,PARQF20,PARQF21,PARQF22_R,PARQF23,PARQF24_R,PARQM01_R,PARQM02,PARQM03_R,PARQM04,PARQM05,PARQM06,PARQM07,PARQM08,PARQM09_R,PARQM10,PARQM11,PARQM12_R,PARQM13_R,PARQM14,PARQM15,PARQM16,PARQM17_R,PARQM18,PARQM19_R,PARQM20,PARQM21,PARQM22_R,PARQM23,PARQM24_R,PAQ1,PAQ2,PAQ3,PAQ4,PAQ5,PAQ6,PAQ7,PAQ8,PAQ9,PAQ10_R,PAQ11_R,PAQ12,PAQ13,PAQ14_R,PAQ15,PAQ16_R,PAQ17,PAQ18,PAQ19_R,PAQ20_R,PAQ21,PAQ22,PAQ23,PAQ24_R,PAQ25_R,PAQ26,PAQ27,PAQ28_R,PAQ29,PAQ30,PAQ31,PAQ32,PAQ33_R,PAQ34,PAQ35,PAQ36,PAQ37,PAQ38_R,PAQ39_R,PAQ40,PAQ41_R,PAQ42_R,PPQ1,PPQ2,PPQ3,PPQ4,PPQ5,PPQ6,PPQ7,PPQ8,PPQ9,PPQ10,PPQ11,PPQ12,PPQ13,PPQ14,PPQ15,PPQ16,PPQ17,PPQ18,PPQ19,PPQ20,PPQ21,PPQ22,PPQ23,PPQ24,PPQ25,PARQFatherTotal,PARQMotherTotal,PeerPressureTotal,PersonalityTotal,PRE_1,PGR_1
331,1,1,0,1,2,0,1,0,1,1,0,1,1,1,7,8,0,4,3,3,2,1,3,3,2,3,3,4,1,1,1,1,1,4,3,3,2,1,1,3,3,1,3,2,1,2,1,2,2,4,1,3,4,3,1,1,1,3,3,3,1,2,3,3,2,2,2,4,1,2,3,2,2,2,4,2,3,2,2,1,4,1,2,4,3,3,2,2,4,3,1,2,4,1,1,2,3,4,3,2,2,1,4,2,2,4,2,2,4,3,2,3,4,5,4,3,2,1,1,2,4,2,1,4,3,3,2,3,3,3,3,3,52,50,70,102,.153345156564797,0
332,2,0,0,2,2,0,3,0,1,1,1,1,1,1,7,8,0,4,1,4,1,1,1,1,1,4,1,1,1,4,1,1,1,4,1,4,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,2,4,4,4,4,1,4,1,1,1,4,2,1,4,1,4,1,4,4,1,4,1,4,4,1,1,1,1,1,4,4,1,4,1,1,2,5,4,2,4,5,1,1,2,4,5,1,1,4,2,1,4,1,1,1,2,4,1,2,2,43,26,62,109,.293420557991766,0
333,2,0,2,1,1,0,3,1,1,1,1,1,1,1,7,8,0,4,1,2,3,1,3,1,1,3,1,1,4,4,3,3,4,2,2,3,1,1,2,3,3,1,2,1,2,1,4,2,4,3,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,1,2,3,3,2,2,3,3,2,2,2,3,3,4,3,2,3,3,2,2,4,3,2,2,4,4,3,2,3,4,4,3,2,3,3,3,3,2,3,2,2,1,4,1,3,2,3,5,3,3,4,4,5,4,4,4,4,4,4,4,2,5,2,1,4,4,4,51,54,87,112,.581106255311341,1
334,1,1,1,1,1,0,1,1,1,1,1,1,1,1,7,8,0,2,1,2,1,2,1,1,1,3,1,1,2,2,1,1,3,2,3,2,3,3,2,3,2,3,4,3,3,2,3,1,1,3,1,1,3,3,1,3,3,2,3,2,3,2,3,2,3,1,3,2,1,4,3,2,3,3,2,4,1,1,4,1,3,3,1,3,3,2,3,4,1,4,2,3,2,3,4,2,1,4,1,1,3,3,4,2,3,2,3,4,3,2,3,2,4,1,3,4,5,4,1,3,1,5,3,5,5,1,2,3,5,3,4,4,42,57,80,105,.0452861621062533,0
335,2,0,2,1,2,0,3,0,1,1,1,1,1,1,7,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,4,4,1,2,4,4,3,4,4,4,1,2,1,1,4,4,2,1,4,4,4,1,4,4,4,4,1,1,4,3,1,4,1,1,3,4,1,4,2,1,1,1,1,1,5,1,2,1,3,1,1,5,1,2,2,1,1,2,3,1,1,1,3,1,1,23,24,43,113,.00424200087882568,0
336,0,1,1,1,2,0,2,0,1,1,1,1,1,1,7,8,0,1,1,2,3,1,1,1,1,4,1,1,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,4,4,4,4,4,1,4,4,4,4,4,1,4,1,1,4,1,1,4,4,4,1,4,1,4,4,1,4,4,4,1,4,1,4,1,4,1,4,1,1,4,1,3,5,4,1,1,1,1,1,1,5,4,4,4,3,5,1,1,1,1,1,5,5,3,31,31,66,117,.0926797669654433,0
337,1,0,1,1,0,0,3,0,1,1,1,1,1,1,7,8,0,2,1,3,2,2,2,1,1,2,2,1,4,4,2,2,2,4,2,3,2,1,2,2,3,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,3,1,1,1,1,3,2,4,4,4,3,2,3,3,4,4,4,4,3,4,1,3,3,1,2,1,2,1,2,4,4,4,1,3,3,4,1,1,1,4,4,3,1,1,1,2,2,1,1,1,3,5,4,1,2,1,3,4,5,5,4,3,4,1,3,3,4,3,2,1,4,3,47,30,71,111,.612356626197474,1
338,1,0,1,1,4,1,2,1,1,1,1,1,1,1,7,8,0,2,1,3,1,3,3,1,1,2,2,1,2,1,1,2,1,4,3,3,1,1,2,1,2,2,1,2,1,1,3,3,1,2,1,1,2,1,1,2,1,2,3,1,1,1,2,1,1,2,2,2,3,3,4,3,1,3,2,2,3,3,2,1,1,3,3,4,2,1,1,2,3,2,4,4,2,1,3,2,3,2,1,3,3,1,2,2,3,2,2,3,1,2,4,2,4,1,1,1,1,4,5,4,4,1,1,1,5,1,5,1,1,4,2,1,42,34,60,98,.0345784818496217,0
339,1,0,1,1,2,0,3,0,1,1,1,1,1,1,7,8,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,4,4,2,4,1,3,3,3,4,1,3,1,2,3,4,4,4,2,1,2,4,4,4,2,3,1,3,3,1,1,4,2,2,1,3,1,2,2,1,1,1,1,2,3,1,1,3,1,1,3,4,2,2,1,1,1,1,1,1,1,1,1,1,3,26,23,39,108,.00320024928778094,0
340,1,0,1,1,1,0,1,0,1,1,1,1,1,1,7,8,0,1,2,1,3,2,3,3,1,1,4,1,1,1,2,1,2,3,3,1,1,1,1,1,1,1,2,1,3,2,3,3,1,1,4,1,1,1,2,1,2,3,3,1,1,1,1,1,1,1,4,4,4,1,4,4,1,2,4,4,2,1,4,4,1,4,4,1,1,4,4,4,1,4,2,3,4,3,4,4,3,4,3,1,1,3,4,2,3,3,1,1,2,1,4,2,2,1,1,1,1,1,4,2,2,4,2,2,2,2,2,2,2,2,2,2,37,38,49,120,.0537141676969132,0
341,0,0,1,1,0,0,0,0,1,1,0,1,1,1,7,8,0,1,1,1,2,1,2,3,1,1,1,1,2,4,1,1,1,1,4,1,1,1,1,2,1,1,1,1,2,2,2,3,1,1,1,1,2,4,1,1,1,1,4,1,1,1,1,2,1,3,3,4,3,3,2,4,2,1,2,2,2,3,4,4,1,4,3,2,1,2,4,4,1,4,2,2,2,3,2,4,3,2,2,3,4,2,3,1,3,4,1,1,1,1,2,2,2,2,1,1,1,1,4,2,2,2,2,3,2,1,1,1,1,2,1,1,29,34,40,111,.00303429238257158,0
342,1,0,1,1,0,0,2,0,1,1,0,1,1,1,7,8,0,1,4,2,3,3,3,2,1,1,3,4,1,4,3,4,1,1,4,1,4,3,1,1,1,1,4,2,3,3,1,1,1,1,3,4,1,2,4,4,1,1,4,1,1,1,4,1,1,4,3,4,4,3,3,4,3,4,4,4,3,3,4,4,4,1,4,1,2,4,1,4,1,4,2,3,1,1,4,4,1,2,4,4,4,3,2,1,3,1,1,1,3,4,2,4,2,3,1,1,3,2,3,2,4,3,2,4,2,3,1,2,3,1,1,1,50,49,58,121,.340889046716825,0
343,0,0,1,1,0,0,1,0,1,1,1,1,1,1,7,8,0,1,1,3,1,1,2,1,1,1,1,1,4,1,1,1,3,1,4,1,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,4,1,1,1,3,3,1,1,1,3,4,4,1,4,1,1,4,2,2,1,4,1,3,3,3,4,2,2,1,1,3,2,3,1,4,1,1,1,3,2,2,1,1,2,3,3,2,3,2,2,3,2,3,4,1,2,3,1,2,2,1,3,3,2,2,2,3,2,2,1,1,3,3,4,37,35,57,93,.00547042468345943,0
344,1,0,1,1,0,0,2,1,1,1,1,1,1,1,7,8,0,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,2,3,1,1,4,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,3,1,4,1,1,4,1,2,1,1,2,3,3,2,3,3,1,3,2,4,3,3,3,2,1,2,3,3,3,2,2,2,2,4,3,2,3,2,2,3,2,3,2,2,2,2,2,2,3,2,2,2,4,1,1,4,1,1,3,3,3,3,5,2,3,1,4,2,3,4,2,5,2,2,2,3,36,36,66,101,.0223857680798223,0
345,0,0,1,1,0,0,1,0,1,1,1,1,1,1,7,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,4,3,1,4,2,1,4,3,1,1,2,1,2,1,3,4,4,2,4,1,3,1,4,1,3,3,1,4,4,2,3,1,1,1,3,2,1,2,1,2,4,1,1,5,3,1,3,5,1,2,5,1,5,3,2,5,1,1,4,2,5,5,1,3,3,5,1,28,29,73,96,.00975345117798059,0
346,0,0,1,1,0,0,2,0,1,1,1,1,1,1,7,8,0,2,3,1,3,2,3,3,2,2,3,3,3,2,2,3,4,2,3,2,3,3,2,3,2,2,3,1,3,2,2,2,3,2,3,3,2,2,2,2,3,2,4,2,3,3,2,3,2,3,3,4,4,4,4,3,3,3,2,2,3,2,3,2,1,3,3,2,1,3,3,3,2,2,3,3,2,2,3,3,3,2,3,2,2,1,2,2,3,2,2,2,1,1,3,1,2,2,1,1,1,1,4,1,1,2,1,2,3,3,3,2,1,1,2,2,56,56,44,108,.0500744201175372,0
