id,Age,Gender,Education,SES,FO,MO,FI,FS,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Smokernonsmoker,PARQF01_R,PARQF02,PARQF03_R,PARQF04,PARQF05,PARQF06,PARQF07,PARQF08,PARQF09_R,PARQF10,PARQF11,PARQF12_R,PARQF13_R,PARQF14,PARQF15,PARQF16,PARQF017_R,PARQF18,PARQF19_R,PARQF20,PARQF21,PARQF22_R,PARQF23,PARQF24_R,PARQM01_R,PARQM02,PARQM03_R,PARQM04,PARQM05,PARQM06,PARQM07,PARQM08,PARQM09_R,PARQM10,PARQM11,PARQM12_R,PARQM13_R,PARQM14,PARQM15,PARQM16,PARQM17_R,PARQM18,PARQM19_R,PARQM20,PARQM21,PARQM22_R,PARQM23,PARQM24_R,PAQ1,PAQ2,PAQ3,PAQ4,PAQ5,PAQ6,PAQ7,PAQ8,PAQ9,PAQ10_R,PAQ11_R,PAQ12,PAQ13,PAQ14_R,PAQ15,PAQ16_R,PAQ17,PAQ18,PAQ19_R,PAQ20_R,PAQ21,PAQ22,PAQ23,PAQ24_R,PAQ25_R,PAQ26,PAQ27,PAQ28_R,PAQ29,PAQ30,PAQ31,PAQ32,PAQ33_R,PAQ34,PAQ35,PAQ36,PAQ37,PAQ38_R,PAQ39_R,PAQ40,PAQ41_R,PAQ42_R,PPQ1,PPQ2,PPQ3,PPQ4,PPQ5,PPQ6,PPQ7,PPQ8,PPQ9,PPQ10,PPQ11,PPQ12,PPQ13,PPQ14,PPQ15,PPQ16,PPQ17,PPQ18,PPQ19,PPQ20,PPQ21,PPQ22,PPQ23,PPQ24,PPQ25,PARQFatherTotal,PARQMotherTotal,PeerPressureTotal,PersonalityTotal,PRE_1,PGR_1
285,1,1,2,1,0,0,2,1,1,1,1,1,1,1,7,8,0,2,2,1,1,1,1,2,1,2,1,1,1,3,1,2,2,3,1,1,3,1,1,2,1,3,1,1,1,1,1,2,1,2,1,1,1,3,1,3,2,2,1,1,3,1,1,3,1,3,3,3,4,4,3,4,1,3,3,3,4,3,4,1,1,3,3,2,2,4,2,3,3,3,4,3,4,2,3,2,2,2,2,1,4,1,2,2,4,3,1,1,2,4,1,1,4,4,3,1,1,1,2,3,5,1,1,3,3,2,2,3,4,1,5,3,32,36,61,114,.0339355730566063,0
286,2,1,2,1,4,0,2,1,1,1,0,1,1,1,7,8,0,2,4,4,1,4,1,1,3,4,1,3,1,4,3,3,13,2,1,4,4,1,2,3,4,2,1,4,3,3,1,4,3,4,3,3,4,2,4,3,3,2,1,4,3,1,2,1,2,3,1,3,3,1,3,1,3,3,2,2,3,3,2,1,2,3,3,4,1,3,1,4,4,2,3,3,2,3,1,1,3,2,4,3,4,4,2,2,2,1,2,2,4,2,2,2,2,1,4,1,4,1,5,2,2,2,1,1,1,1,5,1,4,5,4,2,68,59,61,103,.444006758972205,0
287,1,1,2,1,0,0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,1,1,1,1,1,1,2,3,1,4,3,4,4,3,2,3,3,2,2,3,1,4,4,1,2,1,3,1,1,1,3,3,4,4,3,4,4,3,3,2,2,3,3,4,4,4,1,3,4,2,4,1,4,1,4,4,1,4,3,3,3,1,4,3,1,1,4,4,1,3,2,1,4,2,4,1,1,3,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,1,1,27,54,42,120,.00108335020985415,0
288,1,1,2,1,0,0,3,0,1,1,0,1,1,1,7,8,0,1,1,4,1,2,3,3,2,1,1,1,1,1,1,2,1,2,3,2,1,1,1,1,1,1,1,4,1,2,3,3,2,1,1,1,1,1,1,2,1,2,3,2,1,1,1,1,1,2,3,3,4,3,3,4,3,4,4,4,3,3,4,4,2,1,3,1,2,4,2,4,3,4,3,1,4,3,2,4,2,2,2,1,4,3,3,1,3,2,1,1,1,4,4,4,1,1,2,1,4,2,1,1,1,1,2,4,1,3,1,1,3,1,2,1,34,35,48,118,.0304402904892778,0
289,1,1,2,1,4,0,2,0,1,1,1,1,1,1,7,8,0,2,1,3,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,2,3,1,1,4,2,2,2,2,3,2,4,3,1,2,3,2,2,2,2,1,2,3,3,3,3,2,4,2,4,2,3,4,1,2,3,4,1,4,2,4,3,1,1,2,3,4,2,2,4,4,2,4,4,3,4,1,1,2,4,1,1,1,4,1,2,5,5,4,4,3,3,3,2,2,1,1,3,1,1,2,2,4,3,3,3,2,1,1,3,2,31,52,64,109,.00436814285347315,0
290,1,1,2,1,0,0,2,0,1,1,1,1,1,1,7,8,0,1,1,3,1,1,1,1,1,4,1,1,4,4,2,3,1,3,1,1,1,3,4,4,1,1,1,3,1,1,1,1,1,4,1,1,4,4,2,3,1,3,1,1,1,1,1,1,1,2,3,4,3,3,3,4,3,2,2,2,3,1,2,3,3,3,2,2,3,4,1,2,2,4,3,3,2,2,3,4,3,2,1,1,3,3,1,1,4,2,1,3,2,2,5,4,4,3,2,3,3,3,2,3,3,3,4,3,2,3,2,4,3,3,2,3,43,39,74,105,.164022787728363,0
291,1,1,2,1,4,0,0,1,1,1,1,1,1,1,7,8,0,4,1,3,1,1,1,1,1,4,1,1,4,4,2,3,1,3,3,3,3,1,1,2,1,1,1,3,1,1,1,1,1,4,1,1,4,4,2,3,1,3,3,2,1,3,1,1,1,2,3,4,3,3,3,4,3,2,2,3,2,3,2,1,2,3,3,1,2,4,3,4,1,4,3,3,2,3,3,4,2,2,3,2,2,2,2,2,3,2,1,4,3,3,5,4,4,4,1,3,3,3,4,2,4,4,3,2,1,1,4,1,3,5,4,4,45,44,79,108,.275962349480949,0
292,1,1,2,1,0,0,3,0,1,1,1,1,1,1,7,8,0,2,1,2,1,2,1,3,1,1,2,4,2,3,2,4,2,1,3,3,3,3,1,3,1,1,1,2,1,2,1,2,4,1,2,1,1,1,4,3,1,1,2,1,1,2,1,1,1,1,2,4,3,4,4,1,4,3,3,3,2,4,3,1,3,4,3,1,1,1,2,3,2,3,3,4,1,2,1,3,2,1,2,4,2,1,2,3,2,2,4,1,1,3,4,3,3,3,3,1,2,3,2,1,2,3,2,3,3,2,4,4,3,1,2,3,45,36,62,104,.111644420225233,0
293,1,1,2,1,1,0,1,0,1,1,1,1,1,1,7,8,0,1,1,2,1,1,1,1,3,4,1,4,1,4,1,1,1,1,1,4,1,4,1,1,4,1,1,4,1,1,1,4,1,4,1,4,4,4,4,1,1,1,1,4,1,4,1,1,4,1,1,4,4,3,4,1,4,3,2,4,4,3,4,4,1,1,3,1,4,4,3,4,1,4,3,3,2,4,4,4,3,2,3,1,4,4,4,2,4,1,1,5,1,1,5,1,3,1,2,1,3,2,5,1,2,5,2,1,5,3,1,5,2,3,1,3,40,50,64,121,.107622618504063,0
294,1,1,2,1,4,0,1,0,1,1,1,1,1,1,7,8,0,1,1,2,1,1,3,1,1,2,1,1,1,1,1,3,3,1,3,1,1,1,1,1,1,1,1,4,1,1,3,1,1,1,3,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,4,4,3,4,3,1,4,2,2,4,3,2,1,1,3,4,1,1,3,3,4,1,4,4,3,2,3,4,4,4,2,3,3,3,4,4,2,4,1,2,5,1,1,5,1,3,1,3,1,1,4,5,3,2,1,1,1,2,1,2,2,2,3,1,2,32,35,54,116,.0270406543742309,0
295,1,1,2,1,4,0,1,0,1,1,1,1,1,1,7,8,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,4,4,4,3,4,4,4,4,3,4,3,1,1,4,1,1,4,1,4,2,4,4,3,4,1,3,4,1,1,1,1,1,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,23,24,29,114,.00152732288466784,0
296,1,1,2,1,4,0,1,0,1,1,1,1,1,1,7,8,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,4,4,4,3,4,4,4,4,3,4,3,1,1,4,1,1,4,1,4,2,4,4,3,4,1,3,4,1,1,1,1,1,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,23,23,29,114,.00168073929561838,0
297,1,1,2,1,3,0,3,0,1,1,1,1,1,1,7,8,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,3,4,3,1,1,4,1,1,4,1,4,2,4,4,3,4,1,3,4,1,1,1,1,1,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,1,1,1,1,1,1,5,23,23,34,116,.00322043034836697,0
298,1,0,2,1,1,0,1,0,1,1,1,1,1,1,7,8,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,4,4,4,3,4,4,4,4,3,4,3,1,1,4,1,1,4,1,4,2,4,4,3,4,1,3,4,1,1,1,1,1,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,23,24,29,114,.00152732288466784,0
299,2,0,2,1,1,2,0,1,1,0,1,0,1,1,1,1,0,2,1,4,1,3,2,1,1,2,1,2,4,2,3,2,2,2,2,3,2,2,3,2,3,1,1,1,2,1,4,2,1,1,1,1,4,1,1,1,1,1,4,1,4,4,1,2,2,3,3,2,4,4,4,3,2,1,3,3,2,2,2,1,1,4,3,1,3,2,3,1,4,2,1,3,3,3,3,3,2,3,2,2,2,2,2,3,3,3,3,5,3,1,1,1,5,1,2,1,1,1,1,1,1,1,1,1,5,4,4,4,3,4,4,4,49,41,60,106,.150080653483825,0
300,2,0,2,2,2,0,3,0,1,1,0,1,1,1,7,8,0,4,1,3,1,1,1,1,1,1,4,1,1,2,4,1,1,1,3,2,4,1,1,4,1,1,1,1,2,1,1,1,1,2,1,1,4,1,1,2,1,2,2,4,1,1,1,1,1,2,3,3,3,4,4,4,3,3,3,3,3,2,2,3,2,2,3,4,2,3,3,3,3,2,4,3,3,3,3,3,3,2,2,3,3,3,3,2,4,2,2,3,4,4,4,2,4,4,1,2,2,5,2,1,4,2,1,2,2,1,1,1,1,4,5,5,42,34,67,120,.478268549108229,0
301,2,0,1,1,2,0,3,1,1,1,0,1,1,1,7,8,0,4,1,3,1,1,4,1,1,1,4,1,1,4,4,1,2,1,4,1,4,1,1,4,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,3,2,4,4,3,3,4,1,2,4,4,3,1,3,1,1,3,4,2,2,3,2,2,2,4,4,1,4,1,4,4,2,2,3,2,2,1,2,2,3,2,1,1,2,2,4,2,2,2,1,1,2,5,2,4,2,2,2,2,2,2,2,2,2,2,1,4,46,27,55,107,.225329475411898,0
302,2,0,1,1,2,0,3,1,1,1,1,1,1,1,7,8,0,4,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,1,1,2,3,3,3,3,3,2,3,3,2,2,3,3,3,2,3,2,3,3,2,3,2,3,2,1,3,3,3,2,3,2,2,2,3,3,4,1,3,3,3,3,2,3,3,3,2,4,3,3,4,3,3,3,3,2,3,1,3,3,4,2,3,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,67,57,75,112,.882819103376151,1
303,2,0,2,1,0,0,2,1,1,1,0,1,1,1,7,8,0,4,1,4,3,3,1,1,1,1,4,1,1,1,4,2,2,3,3,3,1,2,2,1,1,4,2,3,1,1,2,3,3,4,1,1,4,4,1,1,1,4,1,4,1,1,4,1,4,1,2,1,1,1,1,3,1,1,4,4,1,1,4,1,4,1,1,4,1,4,3,4,1,3,2,4,1,2,3,4,3,3,2,3,3,2,4,4,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,48,53,73,99,.0544146810662008,0
304,1,0,0,1,3,0,3,1,1,1,0,1,1,1,7,8,0,3,4,4,1,1,2,2,1,2,4,2,2,2,4,2,3,2,4,1,2,2,2,3,2,2,2,2,3,2,2,2,2,1,2,2,3,3,1,2,2,3,1,4,1,1,4,1,4,3,2,3,3,2,4,3,2,2,4,3,2,2,3,1,2,2,4,3,1,3,1,2,3,4,4,2,3,2,4,3,3,3,2,2,1,2,3,3,2,3,2,2,2,2,1,1,1,1,2,2,3,4,2,2,2,2,2,3,3,3,3,3,2,3,1,1,53,50,53,108,.100968868822398,0
305,1,0,1,1,0,0,1,0,1,1,1,1,1,1,7,8,0,4,1,4,1,3,1,1,1,1,3,1,1,1,4,1,1,1,4,1,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,4,2,3,4,1,1,4,2,4,1,4,1,2,1,2,2,4,2,1,4,1,4,4,1,4,1,4,4,2,2,4,1,1,1,4,1,4,3,2,2,3,1,1,1,1,3,1,1,3,4,4,2,1,3,1,1,2,1,1,3,1,1,1,1,47,28,44,102,.0658373083470917,0
306,1,0,1,1,3,0,3,0,1,1,0,1,1,1,7,8,0,4,1,4,1,1,1,1,1,1,4,1,1,4,2,1,2,4,3,4,4,2,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,4,2,4,1,1,1,1,1,1,1,4,3,3,4,3,3,1,3,3,3,3,1,3,1,1,2,3,2,1,2,2,3,2,2,4,3,2,4,3,2,3,1,2,3,3,4,1,2,4,1,3,1,4,3,4,2,2,4,1,3,2,5,4,3,2,2,4,2,4,4,1,1,4,4,1,1,48,32,68,104,.344275366622576,0
307,2,0,2,2,2,0,3,0,1,1,0,1,1,1,7,8,0,4,1,3,1,1,1,1,1,1,4,1,1,2,4,1,1,1,3,2,4,1,1,4,1,1,1,1,2,1,1,1,1,2,1,1,4,1,1,2,1,2,2,4,1,1,1,1,1,2,3,3,3,4,4,4,3,3,3,3,3,2,2,3,2,2,3,4,2,3,3,3,3,2,4,3,3,3,3,3,3,2,2,3,3,3,3,2,4,2,2,3,4,4,4,2,4,4,1,2,2,5,2,1,4,2,1,2,2,1,1,1,1,4,5,5,42,34,67,120,.478268549108229,0
308,2,0,2,1,0,0,3,1,1,1,1,1,1,1,7,8,0,3,3,2,3,4,4,4,2,1,4,2,4,1,3,1,1,2,3,3,2,1,1,4,1,1,1,1,3,2,4,1,1,1,1,1,4,1,1,2,1,1,4,1,2,3,1,1,1,3,2,3,4,2,3,4,3,3,4,4,3,1,1,3,1,3,3,3,1,1,3,2,4,4,4,2,3,2,2,3,1,3,4,1,3,1,3,2,3,2,3,4,3,3,4,5,4,3,3,4,5,4,4,1,3,3,4,2,2,2,2,1,2,1,3,3,54,39,75,110,.74952280481885,1
309,2,0,2,1,3,0,3,0,1,1,0,1,1,0,7,8,0,4,2,3,1,1,1,1,1,1,4,2,1,4,4,1,1,2,3,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,4,4,2,1,2,2,1,4,3,2,2,1,4,2,2,1,1,2,3,3,2,4,4,2,4,4,2,4,1,2,2,4,3,1,4,4,2,2,3,1,3,4,1,3,4,1,1,3,4,3,3,4,4,1,1,4,1,4,2,4,3,1,1,44,23,64,104,.299605455689984,0
310,0,1,1,1,0,0,2,0,0,1,1,1,1,1,7,8,0,4,1,4,1,1,1,1,1,4,1,1,4,4,1,1,1,4,1,4,1,1,4,1,4,2,1,1,1,1,2,1,2,3,3,3,3,3,2,3,3,3,1,3,3,2,3,4,3,1,4,2,2,4,4,2,1,4,2,2,1,3,2,1,2,4,2,3,1,2,1,4,3,2,4,4,2,3,4,2,3,1,1,3,3,1,2,2,1,1,2,1,1,1,1,1,1,2,1,5,1,5,4,4,1,4,1,4,2,2,2,4,2,2,2,2,46,55,56,98,.00717802975413919,0
311,2,1,2,1,1,0,2,0,1,1,1,1,1,1,7,8,0,3,1,2,1,1,2,1,1,3,1,1,1,3,1,1,1,4,1,3,2,1,3,1,4,1,2,1,4,1,3,2,4,3,2,2,1,1,1,3,2,1,2,1,1,2,2,2,2,2,2,4,4,4,4,4,2,2,3,3,2,2,4,1,1,3,4,4,1,3,2,2,3,4,4,1,3,1,4,4,3,1,1,3,2,1,3,1,4,1,2,5,2,2,4,2,2,4,2,2,2,5,2,2,4,4,4,4,2,2,4,4,2,2,4,4,39,44,76,109,.0998108336259041,0
312,2,1,2,1,2,0,3,0,1,1,1,1,1,1,7,8,0,3,2,2,1,1,1,1,1,3,1,1,3,3,1,2,2,3,2,3,2,2,4,1,3,2,2,3,1,1,2,2,2,3,2,1,2,2,2,3,2,3,2,3,3,3,2,2,2,3,2,2,3,4,4,2,2,2,2,1,3,4,2,3,1,4,2,2,1,2,4,2,2,1,3,4,1,3,3,3,3,1,2,3,4,2,1,3,3,2,2,5,4,4,4,3,2,5,1,2,4,5,4,4,4,4,2,4,4,2,2,4,4,2,2,2,44,50,83,103,.118750643523094,0
313,1,0,1,1,2,0,1,0,1,1,1,1,1,1,7,8,0,2,1,1,1,1,1,2,1,3,1,1,4,3,1,2,2,2,1,1,1,2,3,1,1,1,1,3,1,1,1,2,1,1,2,1,4,3,1,1,3,2,2,1,1,1,2,1,2,1,2,3,4,2,1,4,1,2,2,3,3,1,4,2,1,3,4,2,3,4,2,2,3,4,4,3,4,1,4,3,2,4,3,1,1,2,4,2,4,3,1,4,2,4,4,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,34,37,59,109,.0209425489467486,0
314,1,0,1,0,2,0,1,0,1,1,1,1,1,1,7,8,0,1,4,3,1,3,3,1,4,3,1,4,3,4,3,3,3,4,2,4,2,3,2,3,1,1,1,1,3,1,3,4,1,2,1,1,2,1,3,4,2,2,1,2,3,3,2,1,2,1,4,4,3,2,3,3,3,3,4,4,2,3,3,1,2,3,4,1,2,2,2,4,2,4,2,1,3,1,3,2,3,2,1,1,3,3,2,2,4,2,2,2,2,2,4,2,2,4,1,3,5,5,5,4,3,2,2,2,2,4,2,2,2,3,2,3,60,43,70,106,.716808106973496,1
315,1,0,1,1,0,0,3,0,1,1,1,1,1,1,7,8,0,2,1,1,1,1,2,1,1,2,1,1,4,2,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,3,4,3,4,3,4,2,2,4,3,2,1,4,1,1,2,3,3,3,4,1,2,2,3,4,3,4,1,4,4,2,3,3,1,2,3,4,2,3,2,1,3,2,1,3,3,4,3,1,1,1,3,4,3,4,4,3,3,1,4,1,4,3,4,3,4,33,29,70,111,.107153545495133,0
316,1,0,1,1,0,0,2,0,1,1,1,1,1,1,7,8,0,2,3,4,1,3,3,3,2,4,2,2,3,4,3,2,2,3,1,4,3,3,4,1,4,2,2,3,2,2,3,1,1,2,1,1,4,2,1,2,2,4,2,1,4,3,3,2,3,3,3,2,4,4,2,2,3,3,1,2,4,4,3,4,1,1,4,1,2,1,4,2,4,4,4,4,2,2,2,2,1,1,1,2,1,1,2,2,2,3,4,4,4,5,3,1,2,3,5,1,4,3,5,1,2,5,2,1,5,2,3,3,2,3,4,2,59,52,75,104,.511796102689394,1
317,2,0,2,1,2,0,2,0,1,1,0,1,1,1,7,8,0,1,2,2,1,1,1,2,1,2,3,1,4,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,4,4,2,1,3,2,1,1,4,4,2,2,2,4,4,1,1,2,2,1,4,2,4,3,1,3,4,2,2,1,3,3,2,1,1,3,4,2,4,1,2,3,2,4,3,2,2,2,2,4,4,4,2,2,4,1,3,3,2,1,1,3,4,2,33,23,63,102,.0387981725306657,0
318,1,0,2,1,0,0,2,1,1,1,0,1,1,1,7,8,0,1,3,3,3,1,1,3,2,2,1,3,3,1,3,2,4,2,2,3,3,2,1,1,1,1,3,3,4,3,1,2,4,2,1,2,2,1,2,3,4,3,4,3,3,1,1,2,2,2,1,3,4,3,2,3,1,4,3,2,2,4,3,1,2,2,4,3,1,2,4,1,3,1,2,3,1,2,4,2,3,3,1,4,2,3,3,1,2,1,2,2,4,2,1,5,2,3,4,1,2,3,4,2,4,2,5,3,1,3,4,5,4,3,5,5,47,55,79,100,.0678809417591979,0
319,1,0,2,1,1,0,1,0,1,1,1,1,1,1,7,8,0,2,1,4,1,3,1,1,1,4,1,1,4,4,1,1,1,2,1,2,1,1,4,1,2,1,1,2,1,4,1,3,1,3,1,1,4,3,1,1,1,4,1,2,2,1,2,1,2,1,1,3,4,4,3,3,1,3,4,2,3,1,2,1,2,3,1,4,2,3,1,3,2,2,3,1,4,1,1,1,3,2,1,1,1,1,4,2,3,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,4,2,2,2,3,3,3,4,2,2,40,41,75,92,.0204065230653758,0
320,1,0,1,1,4,0,3,0,1,1,0,1,1,1,7,8,0,1,1,1,1,4,1,1,1,1,1,1,1,1,3,1,3,1,2,1,4,3,1,3,1,1,1,1,2,4,1,1,1,4,1,1,4,1,1,1,4,1,4,1,3,3,1,3,1,1,4,4,4,4,4,4,1,4,1,1,4,1,4,1,1,2,4,1,1,4,4,1,1,4,4,1,4,1,4,4,4,1,2,4,4,4,4,4,4,1,4,2,1,1,1,5,1,3,4,1,1,1,4,1,2,3,1,3,1,2,2,1,1,1,2,1,37,45,46,119,.0197086787019299,0
321,1,0,2,0,4,0,0,0,1,1,1,1,1,1,7,8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,4,4,1,4,1,1,4,1,1,1,1,1,1,1,1,4,4,1,1,1,4,1,1,4,4,4,3,1,1,3,1,4,4,4,1,4,2,4,4,4,1,4,4,1,4,4,4,1,4,1,4,4,1,1,1,4,4,4,4,1,1,4,4,4,1,1,1,4,4,1,4,4,1,2,3,2,4,2,5,2,4,2,3,3,1,5,1,5,5,1,3,2,4,1,4,5,2,1,40,45,72,121,.272637165416711,0
322,1,0,1,1,0,0,3,0,1,1,1,1,1,1,7,8,0,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,1,4,4,4,4,1,1,2,1,4,4,1,4,1,4,1,4,4,4,1,1,1,4,4,1,1,4,1,1,1,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,31,29,30,105,.00151395223636368,0
323,1,0,1,1,1,0,2,1,1,1,1,1,1,1,7,8,0,2,3,4,4,1,1,1,3,2,3,1,4,3,3,1,3,3,4,3,4,4,3,4,3,3,1,2,1,1,1,1,1,1,1,1,4,2,1,1,1,2,1,3,1,3,3,1,3,3,4,2,1,1,3,4,1,1,4,2,3,3,4,1,2,4,3,4,2,4,1,2,2,4,3,1,4,1,1,2,3,2,3,1,1,1,4,3,1,2,3,4,1,1,3,4,4,3,1,1,2,4,4,3,2,4,3,2,4,4,4,2,4,2,4,4,63,39,74,101,.830343576094418,1
324,1,0,1,1,0,0,2,0,1,1,1,1,1,1,7,8,0,1,1,1,1,2,1,4,1,1,1,2,4,4,1,1,1,2,2,2,4,1,1,1,1,1,4,3,4,4,3,4,3,1,4,3,3,3,2,3,2,3,2,3,3,1,3,3,3,1,2,4,2,2,1,4,4,3,3,4,2,3,1,1,3,2,2,2,2,2,2,2,4,2,1,3,3,2,3,4,3,3,2,2,2,2,2,3,1,2,1,4,1,3,1,1,1,1,3,2,2,3,4,1,2,3,4,2,3,4,3,2,3,4,3,4,33,64,64,99,.000597162368684312,0
325,1,0,1,1,2,0,2,0,1,1,0,1,1,1,7,8,0,1,1,1,1,1,3,3,1,2,3,1,2,1,3,4,3,1,3,2,2,3,2,1,1,1,1,1,4,1,3,3,1,1,3,1,4,1,2,3,1,2,3,2,3,2,3,1,1,1,4,1,3,2,2,1,2,3,4,2,3,1,4,3,2,2,3,2,4,1,1,3,4,2,3,1,4,3,3,3,2,2,4,1,1,3,3,2,3,3,4,2,4,1,5,2,2,5,3,1,5,4,4,3,5,1,5,3,1,3,5,1,3,3,4,4,42,45,79,105,.121341644333448,0
326,0,0,1,1,2,0,2,0,1,1,0,1,1,1,7,8,0,1,1,1,1,2,1,1,1,1,4,1,1,4,3,1,1,4,4,1,1,4,1,4,1,1,1,1,1,4,4,4,1,1,4,4,1,1,1,4,1,1,2,1,1,4,4,3,1,1,4,1,4,4,1,4,4,4,1,1,1,1,1,1,1,4,4,4,1,4,1,4,1,1,3,3,1,1,1,4,4,1,1,4,3,1,4,1,4,4,4,4,1,1,1,1,5,5,1,1,1,1,5,1,4,3,4,3,3,4,5,1,5,1,1,1,40,47,63,102,.014557245737274,0
327,0,0,2,1,1,0,2,0,1,1,0,1,1,1,7,8,0,2,3,1,3,3,4,3,2,2,2,3,2,2,2,3,3,3,2,2,3,1,2,2,2,2,3,2,4,3,3,3,2,1,3,3,2,3,2,3,3,2,3,2,2,4,2,3,2,4,2,3,2,3,1,3,3,1,1,3,3,2,1,3,2,3,2,2,1,2,3,1,2,3,3,3,2,3,2,3,2,2,2,1,3,2,4,2,4,3,2,4,2,4,3,1,5,4,2,2,4,2,2,3,5,2,4,2,2,2,3,2,3,2,2,2,52,59,69,99,.0466504573108398,0
328,0,0,1,1,2,0,2,0,1,1,0,1,1,1,7,8,0,1,3,1,4,3,4,3,1,2,1,3,1,1,3,3,3,1,1,1,1,1,1,2,1,1,1,1,3,3,4,3,4,2,1,1,1,1,3,3,3,1,4,2,3,4,1,3,1,3,4,4,4,2,4,3,4,3,2,2,1,4,2,4,1,4,4,2,3,4,3,4,2,4,4,2,4,1,3,4,3,3,4,1,4,4,4,1,4,1,2,4,1,2,2,4,2,4,4,2,5,5,4,4,4,4,4,3,2,3,3,4,2,2,2,1,42,51,77,126,.457490314504589,0
329,0,0,1,1,2,0,2,0,1,1,0,1,1,1,7,8,0,1,3,1,4,3,4,3,1,2,1,3,1,1,3,3,3,2,2,3,4,3,1,3,2,1,1,2,3,3,3,4,1,1,1,3,1,1,3,3,3,2,4,1,4,4,1,4,2,3,4,4,4,2,4,3,1,4,2,2,1,4,2,4,1,4,4,3,2,4,3,4,2,4,4,2,4,1,3,4,3,2,4,1,4,4,4,1,4,1,2,4,1,4,5,4,4,4,2,2,2,3,3,3,2,4,1,3,2,3,3,4,4,4,1,1,53,52,73,123,.74620188552568,1
330,2,1,2,1,0,0,3,1,1,1,0,1,1,1,7,8,0,4,1,4,1,1,1,1,1,4,1,1,4,4,1,1,1,4,1,4,1,1,4,1,4,2,3,3,3,3,3,3,3,2,3,3,2,2,3,3,3,2,3,2,3,3,3,3,2,1,2,4,3,3,3,4,1,1,4,2,4,1,4,1,2,2,3,4,2,4,1,1,3,3,4,1,4,1,2,3,3,3,3,2,2,1,3,2,3,2,2,4,2,1,4,2,2,5,1,1,4,4,3,3,2,2,1,1,2,1,4,2,3,3,1,1,46,62,59,104,.00968851058094122,0
