whi_ges,soz_ges,gke_ges,lzh_ges,ile,woc_gesp,woc_gese,asi_ges,bsq_ges,das_ges,scl_gsi,bild,bmi_kat,ses_kom,whi_change,soz_change,gke_change,lzh_change,asi_change,bsq_change,das_change,scl_change
0.03280555611028211,0.04959151311980957,0.05010381134705156,0.047561616019590386,0.039318465797289225,0.03978779871965155,0.06745509692529532,0.058436280027344537,0.06820263256327559,0.06357320986942629,0.08532978405862074,0.00871757109477976,0.011605464648561605,0.00935592014214627,0.025428428977922645,0.04347652541604472,0.04399328455013438,0.041869315887425554,0.03821263400596493,0.05100051899398549,0.057955379217143194,0.06621919250825456
