whi_ges,soz_ges,gke_ges,lzh_ges,ile,woc_gesp,woc_gese,asi_ges,bsq_ges,das_ges,scl_gsi,bild,bmi_kat,ses_kom,whi_change,soz_change,gke_change,lzh_change,asi_change,bsq_change,das_change,scl_change
0.0012765931488014173,0.019687817241784932,0.06646710266192536,0.006388396238848398,0.002076632005342396,0.01406618075430597,0.07960868447348514,0.07793240049260454,0.09212873941498587,0.0689312135187439,0.2197373287410205,2.782454250626398e-05,0.0018164055753832748,0.006299042733248043,0.0006869338404881665,0.008075795478238905,0.03550495250089138,0.007285607573564485,0.03114890371376987,0.09755888497684859,0.06234665652343234,0.1009479038497803
