whi_ges,soz_ges,gke_ges,lzh_ges,ile,woc_gesp,woc_gese,asi_ges,bsq_ges,das_ges,scl_gsi,bild,bmi_kat,ses_kom,whi_change,soz_change,gke_change,lzh_change,asi_change,bsq_change,das_change,scl_change
0.049878088066905274,0.0,-0.06459592401313567,0.0,0.0,-0.020117333622411786,0.14739002376029126,0.0,0.21205321529142956,0.19637790392943272,0.3721152852203932,0.0,0.0,-0.03889593084874421,0.0,0.0,-0.01731141485779538,0.0,0.020262185135277992,0.2048148333101556,0.06015536378085447,0.2099940231504307
