asi_ges,scl_gsi,scl_change,gke_ges,asi_change,bsq_ges,woc_gese,gke_change,lzh_ges,soz_ges,das_ges,lzh_change,whi_ges,woc_gesp,das_change,whi_change,bsq_change,ile,soz_change,ses_kom,bmi_kat,bild
0.017260088165479845,0.0157680569684639,0.013801288572397433,0.011291963377416099,0.010613767378772499,0.010410308579179406,0.010410308579179406,0.010342488979315053,0.010206849779586339,0.008952187182095662,0.008375720583248585,0.008240081383519856,0.007019328585961356,0.006849779586300464,0.0064767717870464645,0.00623940318752122,0.005391658189216693,0.005222109189555794,0.00484910139030181,0.0024415055951169996,0.0016276703967446774,0.0013563919972872354
