whi_ges,soz_ges,gke_ges,lzh_ges,ile,woc_gesp,woc_gese,asi_ges,bsq_ges,das_ges,scl_gsi,bild,bmi_kat,ses_kom,whi_change,soz_change,gke_change,lzh_change,asi_change,bsq_change,das_change,scl_change
0.13974238366255753,0.11257905248914844,-0.13616588957207365,-0.01775939392660514,-0.02293044376950869,-0.05409597492893455,0.24093394269397037,-0.01427681022922081,0.17684314757809724,0.32654323746348274,0.43910406861374734,-0.09775279123315914,0.11254714869741632,-0.26243494887041385,-0.0013411757592497661,0.03783320078064688,-0.14190756320878625,0.05620839447926516,0.09078838277043644,0.12012327879233706,0.17830836618367996,0.33555249539179005
