whi_ges,soz_ges,gke_ges,lzh_ges,ile,woc_gesp,woc_gese,asi_ges,bsq_ges,das_ges,scl_gsi,bild,bmi_kat,ses_kom,whi_change,soz_change,gke_change,lzh_change,asi_change,bsq_change,das_change,scl_change
0.14335544776485482,0.15583314614306437,0.14951310131144685,0.1470571178126532,0.15584649729802677,0.13703364631489695,0.1317297660427304,0.15835948398529254,0.15944439851371267,0.1581550218197855,0.15904922355273585,0.14218670782632478,0.13639465701206616,0.13821697140791214,0.13931706704061586,0.14412085400193358,0.14014027265045936,0.1550955796805181,0.14645119402031462,0.1308225302587348,0.16498407709202673,0.15172076194603526
