weights
0.037663627
0.030192783
0.039720267
0.07685711
0.03916492
0.018656379
0.064952806
0.039700646
0.051192082
0.075303026
0.09418347
0.028219536
0.015304081
0.039382704
0.03350229
0.032967474
0.055994652
0.0335736
0.039432716
0.04243138
0.056833003
0.05477151
