whi_ges,soz_ges,gke_ges,lzh_ges,ile,woc_gesp,woc_gese,asi_ges,bsq_ges,das_ges,scl_gsi,bild,bmi_kat,ses_kom,whi_change,soz_change,gke_change,lzh_change,asi_change,bsq_change,das_change,scl_change
0.12031013808588072,-0.024157326935160164,-0.10107945662295222,-0.06824898285890141,0.025849831516548686,-0.008769020837472663,0.16683102729733698,0.06022609032905968,0.11451395511343931,0.18420340624140877,0.1895958950253943,-0.05024375772757641,0.029607927675727955,-0.08888069099924599,0.017655172343370384,-0.02559799082588102,-0.09381460572306521,0.0022551333475804196,0.09596772009977667,0.06636846325389802,0.08485140810218825,0.13180106238275194
