SCHULNR	SUBNUM	ALTER1	NAT1	SUBNUMW1	SEXCODE1	LFNNR	GTAG1	GMON1	GJAHR1	SEX1	NATION1	HEIGHT1	WEIGHT1	AREAOFH	DISTROFH	AREAOFS	DISTROFS	TYPEOFS1	CLASS1	FRAGEBOG	VERSION	COHORT1	MZP1	POSTMA1	POSTMA2	POSTMA3	POSTMA4	POSTMA5	POSTMA6	POSTMA7	POSTMA8	POSTMA9	POSTMA10	POSTMA11	POSTMA12	BERUFS	BERUFI	PHYSS	PHYSI	PEERSS	PEERSI	ANSEXS	ANSEXI	BESTFS	BESTFI	TEAMPS	TEAMPI	LO1	LO2G1	LO3	LO4G2	LO5G3	LO6	LO7G4	LO8	LO9	LO10	LG5	LO11G6	LO12	LO13	LO14	LG7	LO15	LO16G8	LO17	LO18	LG9	LO19	LO20	LGR10	LO21G11	LO22	LO23	LO24G12	BESTFR	FRIOPSEX	PEERS	GIRLSIPG	BOYSIPG	REYK1	REYK2	REYK3	REYK4	REYK5	REYK6	REYK7	REYK8	REYK9	REYK10	REYK11	REYK12	REYK13	REYK14	REYK15	REYK16	REYK17	REYK18	REYK19	REYK20	REYK21	REYK22	REYK23	REYK24	REYK25	REYK26	REYK27	REYK28	REYK29	REYK30	PERENV1	PERENV2	PERENV3	PERENV4	PERENV5	PERENV6	PERENV7	PERENV8	PERENV9	PERENV10	PERENV11	PERENV12	PERENV13	PERENV14	PERENV15	PERENV16	PERENV17	PERENV18	PERENV19	PERENV20	PERENV21	PERENV22	PERENV23	PERENV24	PERENV25	PERENV26	PERENV27	PERENV28	PERENV29	PERENV30	PERENV31	PERENV32	PERENV33	PERENV34	PERENV35	PERENV36	PERENV37	PERENV38	PERENV39	PERENV40	PEERSRED	PEERSREC	PEERSAUD	PEERSAUC	PEERSCOC	PEERSCOD	PEERSAFC	PEERSAFD	PHYSRRED	PHYSRREC	PHYSRAUC	PHYSRAUD	PHYSRCOD	PHYSRCOC	PHYSRAFD	PHYSRAFC	BERUFRED	BERUFREC	BERUFAUC	BERUFAUD	BERUFCOD	BERUFCOC	BERUFAFC	BERUFAFD	ANSEXREC	ANSEXRED	ANSEXAUD	ANSEXAUC	ANSEXCOD	ANSEXCOC	ANSEXAFC	ANSEXAFD	BESTFRED	BESTFREC	BESTFAUC	BESTFAUD	BESTFCOD	BESTFCOC	BESTFAFC	BESTFAFD	TEAMPRED	TEAMPREC	TEAMPAUC	TEAMPAUD	TEAMPCOD	TEAMPCOC	TEAMPAFC	TEAMPAFD	SELFCO1	SELFCO2	SELFCO3	SELFCO4	SELFCO5	SELFCO6	SELFCO7	SELFCO8	SELFCO9	SELFCO10	SELFCO11	SELFCO12	SELFCO13	SELFCO14	SELFCO15	SELFCO16	SELFCO17	SELFCO18	SELFCO19	SELFCO20	SELFCO21	SELFCO22	SELFCO23	SELFCO24	QGEM1	QGEM2	QGEM3	QGEM4	QTOL1	QTOL2	QTOL3	QTOL4	QSCH1	QSCH2	QSCH3	QSCH4	LOCCON1	LOCCON2	LOCCON3	LOCCON4	LOCCON5	LOCCON6	LOCCON7	LOCCON8	LOCCON9	LOCCON10	ZIGGER	BIGETR	SCHNGETR	ZRHALK	MITMALK	M1GEN	M1BEK	M2GEN	M2BEK	M3GEN	M3BEK	HKENN	HKENGER	HWER	HSYMP	HSELBST	SKENN	SKENGEN	SWER	SSYMP	SSELBST	HEKENN	HEKENGEN	HEWER	HESYMP	HESELBST	HPEERS	HFETE	FUTZIG	FUTHASCH	FUTBIER	ZUVIELDR	PARSTYL1	PARSTYL2	PARSTYL3	PARSTYL4	PARSTYL5	PARSTYL6	PARSTYL7	PARSTYL8	WESELTO1	WESELTO2	WESELTO3	WESELTO4	WESELTO5	TRENFRO1	TRENFRO2	TRENFRO3	TRENFRO4	TRENFRO5	ERSTFRO1	ERSTFRO2	ERSTFRO3	ERSTFRO4	ERSTFRO5	UBAHNO1	UBAHNO2	UBAHNO3	UBAHNO4	UBAHNO5	STDTWEO1	STDTWEO2	STDTWEO3	STDTWEO4	STDTWEO5	ZWEIFRO1	ZWEIFRO2	ZWEIFRO3	ZWEIFRO4	ZWEIFRO5	KINOO1	KINOO2	KINOO3	KINOO4	KINOO5	NSCHULO1	NSCHULO2	NSCHULO3	NSCHULO4	NSCHULO5	STDTWEG1	STDTWEG2	STDTWEG3	STDTWEG4	STDTWEG5	UBAHNG1	UBAHNG2	UBAHNG3	UBAHNG4	UBAHNG5	NSCHULG1	NSCHULG2	NSCHULG3	NSCHULG4	NSCHULG5	WESELTG1	WESELTG2	WESELTG3	WESELTG4	WESELTG5	DEVIANC1	DEVIANC2	DEVIANC3	DEVIANC4	DEVIANC5	DEVIANC6	DEVIANC7	DEVIANC8	SOCDAT1	SOCDAT2	SOCDAT3	SOCDAT4	SOCDAT5	SOCDAT7	SOCDAT8	SOCDAT10	SOCDAT11	SOCDAT12	SOCDAT13	SOCDAT14	SOCDAT15	SOCDAT16	SOCDAT17	SOCDAT33	SOCDAT34	SOCDAT35	SOCDAT36	SOCDAT37	SOCDAT38	SOCDAT39	SOCDAT40	SOCDAT41	SOCDAT42	SOCDAT43	LSD
207	207205	13,0732375085557	0	207205	2	5	3	3	69	1	D	160	49	37	5	32	5	2	8	2	0	B	1	3	1	1	3	0	3	0	3	1	0	2	2	2	2	2	1	3	3	3	1	8	8	8	8	2	2	2	1	4	4	1	2	3	3	8	3	2	1	2	8	4	3	3	2	8	3	4	8	3	2	4	4	1	0	0	0	0	0	4	0	0	3	0	0	1	0	0	0	2	0	0	2	2	0	4	4	3	0	0	4	2	3	2	0	2	3	2	1	0	0	0	3	1	2	4	3	1	2	4	3	1	2	4	3	1	2	4	3	1	2	4	3	1	2	4	2	3	4	1	2	3	1	4	2	1	4	3	2	0	2	4	3	2	3	4	2	3	3	3	3	2	2	3	2	3	4	2	2	4	2	2	2	1	1	4	2	2	3	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	3	0	1	1	1	2	2	2	3	2	1	2	3	3	2	2	2	1	2	3	3	3	3	3	3	2	2	2	2	2	2	0	0	0	0	0	0	0	1	0	0	1	2	2	1	8	0	8	0	8	0	8	1	0	0	9	0	1	0	0	9	0	1	0	0	9	0	1	1	2	0	1	0	4	2	0	3	4	2	2	3	0	1	1	1	2	2	1	2	3	2	2	0	2	3	1	2	0	3	1	1	2	1	2	1	2	2	2	2	2	1	2	2	2	1	3	2	2	2	2	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	2	0	0	1	1	0	0	1	1	1	9	9	9	1	9	0	1	0	0	1	5	9	1	1	0	1	1	9	0	2	999	400	1	10	BBFFFFF
207	207206	14,7296372347706	0	207206	2	6	1	1	68	1	D	166	59	37	5	32	5	2	8	2	0	B	1	2	1	1	3	1	3	0	0	0	0	1	3	2	1	2	1	3	2	2	1	8	8	8	8	3	3	0	2	3	4	0	0	4	3	8	2	0	3	2	8	3	4	2	3	8	4	3	8	2	2	3	2	1	0	0	0	0	0	4	0	0	4	0	0	0	0	2	0	0	1	0	0	2	3	4	4	3	2	0	4	3	0	0	0	0	3	0	1	0	0	0	3	2	1	4	3	2	1	4	3	2	1	4	3	2	4	1	3	2	1	4	3	2	1	4	2	3	1	4	2	3	1	4	2	1	3	4	2	3	3	2	3	2	3	2	3	3	1	2	2	4	2	1	1	3	3	1	1	3	3	1	1	3	0	4	1	3	2	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	0	0	2	0	1	1	2	1	2	2	1	2	1	1	1	1	0	1	1	1	0	2	1	2	3	3	2	2	3	3	2	2	3	3	2	2	0	0	0	0	0	0	0	0	0	0	1	0	1	1	8	0	8	0	8	1	8	1	0	0	9	0	0	9	0	9	9	1	0	0	9	0	2	1	1	0	1	0	4	1	0	3	4	1	1	2	0	0	0	3	2	1	1	0	3	2	2	0	1	2	1	0	1	2	2	2	2	2	2	2	2	2	1	2	2	0	1	2	1	1	3	2	1	2	1	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	2	0	2	2	2	1	1	1	1	1	0	0	1	9	1	0	0	0	3	1	3	1	1	1	0	1	1	1	0	2	999	500	1	5	BBBFFFF
208	208101	14,6475017111567	0	208101	1	1	1	1	68	0	D	186	70	86	12	86	12	2	9	2	0	B	1	3	0	2	1	1	2	2	3	2	1	3	3	3	2	2	2	2	2	3	1	8	8	8	8	3	2	2	3	4	4	0	1	4	3	8	4	1	2	2	8	3	3	4	4	8	2	2	8	4	2	4	3	1	0	0	99	99	0	3	2	4	2	3	2	2	0	2	0	2	1	0	0	3	3	4	3	4	2	3	4	3	3	0	0	1	2	2	1	0	0	0	3	2	1	4	3	2	1	4	3	2	4	1	4	3	2	1	4	2	3	1	3	2	1	4	3	4	2	1	2	4	1	3	2	4	1	3	0	1	4	4	3	4	3	4	0	3	2	2	3	2	1	2	2	2	1	2	4	2	4	0	2	2	0	1	0	1	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	0	1	1	2	1	0	2	2	1	1	1	2	2	0	1	0	2	3	1	0	3	1	3	2	3	1	1	2	3	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	3	8	0	8	0	8	1	8	1	9	1	0	0	1	0	0	0	0	1	9	1	0	0	1	2	0	0	0	0	2	3	0	2	3	1	1	2	0	0	0	1	0	1	2	1	3	2	2	0	0	1	0	0	0	2	0	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	0	2	2	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	0	2	2	1	0	0	2	1	1	9	9	9	1	9	0	0	1	0	0	3	4	1	1	0	1	1	1	0	1	999	500	1	12	BBFFFFF
208	208102	14,945927446954	0	208102	1	2	2	4	67	0	D	178	65	86	12	86	12	2	9	2	0	B	1	3	0	3	3	3	3	1	2	0	0	3	3	3	2	1	2	3	3	3	3	8	8	8	8	4	4	4	4	0	4	4	0	4	4	8	4	1	0	2	8	3	2	1	0	8	4	4	8	3	3	4	0	1	1	1	23	36	0	4	2	0	4	0	0	0	0	0	0	0	0	0	0	2	3	4	4	4	4	2	4	4	4	0	0	0	0	0	2	0	0	0	4	2	3	1	4	2	3	1	4	2	3	1	4	2	3	1	4	2	3	1	4	2	3	1	4	2	3	1	4	2	3	1	4	2	3	1	0	0	4	2	2	3	2	4	0	0	0	0	0	0	0	0	4	1	4	0	4	2	2	0	1	3	0	4	2	4	4	0	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	3	0	3	2	3	3	1	3	3	1	3	3	3	3	3	0	1	3	3	3	2	3	3	3	1	0	2	3	3	0	3	3	3	0	3	3	0	0	0	0	0	0	0	1	0	0	4	4	4	0	8	0	8	0	8	0	8	1	9	1	3	0	1	9	1	0	0	1	9	1	3	0	3	1	4	0	4	0	2	3	0	3	4	2	1	3	0	0	0	1	0	2	2	2	3	1	2	0	3	3	0	0	0	3	3	2	0	2	0	0	3	2	2	3	2	3	2	2	2	3	3	0	0	2	1	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	3	3	3	3	3	3	2	3	0	0	1	1	0	0	0	0	0	3	0	1	4	4	1	1	1	1	1	1	0	1	150	9999	1	20	BBBBFFF
208	208103	16,3422313483914	0	208103	1	3	3	2	66	0	D	170	70	92	12	86	12	2	9	2	0	B	1	2	0	1	3	0	3	1	2	0	1	2	3	3	2	2	2	2	2	3	1	8	8	8	8	3	3	2	4	1	1	3	1	2	2	8	1	2	1	2	8	3	3	3	4	8	4	2	8	1	2	4	4	1	0	1	10	20	3	2	2	3	4	3	2	1	3	2	0	2	1	1	3	3	3	3	4	2	2	4	4	3	3	3	3	3	3	3	0	0	2	0	3	2	4	1	3	2	4	1	3	2	4	1	4	2	1	3	3	2	4	1	3	2	4	1	4	2	3	1	2	4	1	3	2	4	1	3	1	2	1	1	2	3	3	2	2	2	1	3	3	3	3	3	2	2	3	4	3	1	3	1	3	1	1	3	2	3	3	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	9	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	1	2	1	1	1	1	2	2	2	3	1	1	1	1	0	1	1	1	0	1	1	0	0	0	1	2	3	2	8	0	8	1	8	1	8	1	9	1	0	0	1	0	0	9	0	1	9	1	0	0	1	2	0	0	2	1	3	0	3	2	3	2	1	3	2	2	1	2	2	2	2	2	3	2	2	2	2	2	1	2	2	3	3	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	3	2	2	2	2	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	2	2	2	1	1	1	1	3	1	1	0	0	0	0	0	0	0	0	0	1	6	2	1	1	1	1	1	1	0	1	120	9999	1	5	BBBFFFF
208	208104	16,1177275838466	0	208104	1	4	2	3	66	0	D	184	65	85	12	86	12	2	9	2	0	B	1	3	2	0	3	0	3	0	1	0	0	0	3	2	3	9	3	2	3	9	1	8	8	8	8	2	3	2	2	2	4	1	0	3	4	8	1	3	1	2	8	4	1	4	2	8	1	1	8	2	4	4	3	1	0	1	4	12	9	9	9	9	9	1	0	2	2	2	9	9	9	9	9	3	3	3	4	2	1	1	4	4	4	0	0	0	1	0	1	0	1	0	4	2	3	1	4	3	2	1	4	2	3	1	4	2	3	1	2	4	3	1	2	4	3	1	4	2	3	1	4	2	3	1	2	4	3	1	1	3	3	2	3	0	9	4	9	9	9	4	9	9	9	9	4	0	0	4	4	0	2	4	2	1	3	1	1	1	1	4	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	0	3	2	2	1	1	1	3	2	0	3	2	2	2	2	9	1	2	2	2	1	2	1	9	0	0	2	2	0	0	3	3	0	0	3	3	0	0	9	0	9	0	0	0	0	0	4	4	4	2	8	0	8	0	8	0	8	1	9	1	3	4	1	9	1	3	0	1	9	1	1	0	3	4	3	3	3	1	9	9	9	9	9	9	9	9	0	2	3	1	2	1	1	2	3	2	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	2	1	1	2	2	3	1	2	1	2	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	3	3	2	1	3	3	2	3	9	9	9	9	9	9	9	0	2	0	0	1	2	4	1	1	1	1	1	1	1	2	999	9999	1	100	BBBBFFF
208	208105	15,7809719370293	2	208105	1	5	2	1	67	0	USA	183	77,5	86	12	86	12	2	9	2	0	B	1	3	3	1	3	2	3	3	3	2	3	2	3	2	3	2	2	3	3	3	3	8	8	8	8	3	3	2	1	0	3	1	1	3	3	8	4	4	2	3	8	4	3	4	3	8	4	4	8	4	4	4	4	1	1	0	99	99	0	2	2	2	2	4	0	2	0	0	0	3	1	0	0	2	2	2	2	2	2	2	4	4	4	2	0	0	0	3	0	0	0	1	3	4	2	1	2	3	4	1	2	4	3	1	4	2	3	1	3	2	1	4	3	2	4	1	4	2	3	1	2	4	1	3	2	4	1	3	0	0	4	0	0	0	0	4	0	0	0	4	0	0	0	0	4	4	0	4	3	2	4	0	0	2	2	2	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	0	1	1	3	0	0	3	3	0	3	3	0	0	1	0	0	0	0	0	0	0	3	2	2	0	1	1	2	0	1	1	3	0	2	2	0	0	0	0	0	0	0	0	0	0	4	4	4	0	8	0	8	0	8	0	8	1	9	1	2	0	1	9	1	2	0	1	9	1	2	0	2	3	4	0	4	0	4	3	1	2	4	3	0	0	0	1	0	1	1	3	2	2	3	3	2	0	0	1	1	0	0	2	0	0	1	2	3	2	2	2	1	2	2	0	2	2	2	2	2	0	2	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	2	3	0	0	3	0	0	3	1	0	0	0	0	1	9	0	0	1	0	1	3	4	1	1	0	1	1	1	0	3	999	900	1	6	BBBFFFF
208	208106	16,1724845995892	0	208106	1	6	3	3	66	0	D	170	69	85	12	86	12	2	9	2	0	B	1	3	2	2	3	1	3	1	3	0	1	3	2	3	3	3	3	3	3	3	3	8	8	8	8	3	1	2	2	1	3	1	4	1	2	8	4	4	4	1	8	4	4	1	1	8	3	3	8	1	2	3	1	1	1	0	99	99	1	3	2	0	4	0	0	4	0	0	0	2	0	0	0	4	4	4	4	4	4	3	4	4	3	0	0	0	1	0	0	0	0	0	3	4	1	2	3	2	4	1	4	1	3	2	2	4	3	1	4	3	2	1	2	3	1	4	3	4	2	1	2	4	1	3	2	1	4	3	1	2	3	2	2	3	3	2	2	0	1	1	2	2	1	1	0	4	3	3	2	4	2	3	3	2	0	4	2	0	4	0	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	2	2	3	1	1	3	1	1	3	1	2	2	2	0	0	0	0	2	1	0	1	2	1	2	1	1	2	3	3	2	2	3	2	1	2	3	0	0	0	0	0	0	0	1	0	0	4	4	4	0	8	2	8	1	8	0	8	1	9	1	2	2	1	9	1	2	0	1	9	1	1	0	1	4	4	1	4	4	3	2	0	2	9	2	0	2	0	1	0	1	1	3	2	2	3	3	2	0	0	1	1	0	0	2	0	0	1	2	3	2	2	2	1	2	2	1	2	2	2	2	2	0	2	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	2	3	0	0	3	0	0	3	1	0	0	0	1	0	0	0	1	0	1	1	2	2	0	0	0	1	1	1	0	2	999	500	1	3	BBFFFFF
208	208107	14,9103353867213	0	208107	1	7	3	4	67	0	D	162	60	87	12	86	12	2	9	2	0	B	1	2	0	3	3	0	2	2	2	0	2	3	3	3	2	1	1	3	1	2	1	8	8	8	8	4	4	3	2	3	4	4	0	3	3	8	3	2	4	4	8	0	4	4	4	8	3	3	8	4	2	3	4	1	0	1	99	99	0	4	2	2	4	9	0	0	9	1	0	1	1	1	1	0	4	4	4	4	2	2	2	0	1	2	2	1	3	2	0	0	0	0	3	1	2	4	3	2	1	4	3	1	2	4	3	2	1	4	3	2	1	4	3	1	2	4	3	4	2	1	3	1	2	4	2	1	3	4	1	0	2	4	4	4	2	2	4	4	3	4	0	4	2	3	4	4	3	0	4	4	3	9	4	2	4	4	0	4	0	0	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	0	1	2	1	1	0	1	2	2	1	1	2	1	2	1	0	1	3	1	2	2	2	2	2	2	2	2	0	2	2	2	1	2	2	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	4	8	0	8	0	8	0	8	0	0	0	9	0	1	0	0	9	0	1	0	0	9	0	1	1	0	0	2	0	3	3	1	2	3	3	1	3	0	3	3	2	1	9	9	9	9	9	2	2	3	2	3	0	3	2	3	3	2	2	2	2	2	2	2	0	1	3	1	2	2	1	2	1	2	2	1	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	2	0	1	1	3	0	1	0	1	1	9	9	1	9	1	0	0	0	0	1	5	4	0	1	1	1	1	1	0	1	999	200	1	1	BBBBFFF
208	208108	14,9897330595481	0	208108	1	8	3	4	67	0	D	179	57	96	12	86	12	2	9	2	0	B	1	2	2	2	3	1	2	2	1	1	2	2	3	2	2	1	3	2	2	2	1	8	8	8	8	2	3	1	2	2	3	2	0	3	3	8	2	3	3	3	8	2	1	3	2	8	2	2	8	3	3	2	3	1	0	0	0	0	1	3	3	2	3	0	0	0	0	1	0	1	1	2	1	2	3	3	4	2	2	2	3	3	3	1	1	3	2	1	1	0	1	0	3	1	2	4	3	1	2	4	3	1	2	4	2	4	1	3	9	9	9	9	3	1	2	4	3	1	2	4	2	3	4	1	2	1	3	4	1	2	3	2	1	2	4	3	2	3	3	3	1	2	2	3	2	3	3	1	1	3	3	0	3	2	3	2	1	3	3	3	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	2	0	2	1	2	2	1	1	2	1	1	2	2	2	2	1	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	8	0	8	0	8	0	8	1	0	0	9	0	1	0	0	9	9	1	0	0	9	9	1	1	0	0	0	0	3	2	2	2	3	1	0	2	0	1	2	1	2	2	2	2	2	2	2	1	2	2	2	1	3	3	1	1	2	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	2	1	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	9	1	1	0	1	9	1	9	9	9	1	9	9	1	9	9	0	99	4	1	1	0	1	1	9	0	2	999	450	1	3	BFFFFFF
208	208109	14,5023956194386	0	208109	1	9	3	2	68	0	D	170	52	91	12	86	12	2	9	2	0	B	1	2	1	0	3	1	3	0	2	1	0	1	3	3	2	2	2	2	2	2	1	8	8	8	8	4	3	1	0	4	4	3	0	3	2	8	0	2	2	1	8	1	3	2	1	8	3	2	8	1	3	3	3	1	0	0	0	0	0	2	1	0	4	0	1	2	2	4	0	1	1	1	1	3	2	2	3	3	2	3	3	4	3	3	0	4	2	1	0	0	2	0	3	1	2	4	3	2	1	4	3	1	4	2	2	4	1	3	9	9	9	9	3	2	1	4	4	2	1	3	2	4	1	3	2	1	3	4	3	1	3	3	3	2	3	2	3	2	3	3	2	3	2	2	3	2	3	2	4	4	3	3	3	1	0	4	1	2	2	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	3	1	2	0	1	3	1	3	1	3	2	0	1	3	3	1	3	3	2	3	2	1	2	0	2	2	2	2	2	2	1	3	2	1	2	3	1	0	1	1	1	0	0	0	1	1	1	1	2	1	8	0	8	1	8	1	8	1	0	0	9	0	1	0	0	9	0	1	0	0	9	9	1	1	1	0	3	1	0	1	1	1	3	3	1	2	0	2	0	2	2	2	1	2	3	2	2	2	2	3	1	1	2	2	3	2	2	1	2	1	2	2	1	2	1	1	2	1	2	1	3	1	1	2	2	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	1	1	1	2	1	2	1	1	1	1	0	1	0	0	0	1	0	0	3	3	1	1	0	1	1	1	0	1	110	9999	1	3	BBFFFFF
208	208110	15,028062970568	0	208110	1	10	2	4	67	0	D	193	67	91	12	86	12	2	9	2	0	B	1	2	1	2	3	0	3	1	1	1	1	2	3	2	2	2	2	2	2	2	1	8	8	8	8	3	2	1	1	2	3	2	1	3	3	8	1	1	3	1	8	1	1	2	2	8	2	2	8	2	1	2	1	1	0	0	0	0	0	3	1	2	3	0	1	1	1	1	1	1	1	0	1	3	3	9	3	3	3	2	4	2	3	2	1	1	2	1	1	2	2	0	3	2	1	4	3	2	1	4	3	2	1	4	3	2	1	4	3	2	1	4	3	2	1	4	2	3	1	4	2	1	4	3	2	1	3	4	3	1	1	3	3	3	2	1	3	2	2	1	1	3	2	2	2	3	3	1	2	3	2	1	3	1	1	3	2	3	3	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	2	1	2	1	2	2	2	2	2	1	1	1	2	1	2	1	2	1	2	2	2	2	1	2	0	0	0	0	2	1	2	2	2	1	2	2	0	1	1	1	1	0	0	0	0	0	1	1	1	1	8	0	8	0	8	0	8	1	0	0	9	9	1	0	0	9	9	1	0	0	9	9	9	1	0	0	1	0	2	2	0	2	2	1	1	2	1	1	1	1	1	1	2	1	2	0	2	1	2	2	1	2	9	1	2	1	2	2	1	1	2	1	2	2	2	2	1	1	1	1	2	1	1	1	1	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	3	1	2	1	1	1	1	0	1	0	0	0	9	1	0	0	0	1	0	1	4	4	1	1	0	1	1	9	0	1	999	400	0	0	BFFFFFF
208	208111	14,4969199178644	0	208111	1	11	3	2	68	0	D	175	60	96	12	86	12	2	9	2	0	B	1	2	1	1	3	0	3	1	2	2	1	2	3	3	2	2	1	2	2	2	1	8	8	8	8	3	3	2	2	3	3	3	2	4	4	8	3	3	4	1	8	2	3	3	2	8	4	4	8	2	1	3	4	0	0	0	0	0	1	4	2	2	4	3	4	0	0	2	0	2	0	0	0	4	3	4	4	4	4	3	4	4	3	1	2	3	2	1	0	0	0	2	3	1	2	4	3	1	4	2	3	1	2	4	2	4	3	1	2	4	1	3	3	1	2	4	2	4	1	3	4	1	2	3	2	1	4	3	1	3	3	2	2	1	2	3	1	4	2	3	2	2	1	3	1	3	4	3	1	4	3	1	3	1	2	3	1	2	2	4	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	0	2	2	1	1	1	1	2	0	1	2	2	1	1	1	1	2	2	2	2	2	0	3	3	2	3	3	3	3	1	1	3	2	2	3	0	0	1	0	1	0	1	1	1	1	1	1	1	2	8	0	8	1	8	0	8	1	0	0	9	0	1	1	1	2	0	1	0	0	9	0	1	3	1	0	0	0	4	2	0	2	9	3	1	2	1	2	1	2	1	2	1	2	2	2	2	2	2	2	2	2	1	3	2	1	2	2	2	2	2	9	9	9	9	9	2	2	2	2	2	2	2	2	2	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	2	2	2	1	1	1	1	1	9	9	9	9	9	0	1	0	0	1	2	3	1	1	0	1	1	9	0	2	999	250	1	2	BBFBFFF
208	208112	15,0143737166323	0	208112	1	12	2	4	67	0	D	165	45	96	12	86	12	2	9	2	0	B	1	2	0	1	2	0	2	0	2	2	0	2	3	2	2	1	1	2	2	2	1	8	8	8	8	3	3	3	4	0	3	1	2	2	2	8	3	1	2	1	8	1	3	3	4	8	2	1	8	3	1	1	2	1	0	1	99	6	3	2	2	2	3	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	3	3	4	2	1	3	3	3	3	0	0	2	1	3	1	2	4	3	1	4	2	2	3	1	4	3	2	4	1	3	4	2	1	3	1	4	2	2	4	3	1	2	1	4	3	3	1	4	2	2	2	3	4	3	3	3	2	3	3	2	3	3	3	1	3	2	3	3	0	2	3	2	3	3	1	3	2	3	2	2	3	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	1	1	2	2	1	1	1	2	2	1	2	2	3	3	1	2	1	2	2	2	2	2	2	2	2	2	2	3	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	8	0	8	0	8	0	8	1	0	0	9	0	1	0	0	9	0	1	0	0	9	0	1	3	0	0	1	0	2	2	1	2	2	2	2	2	1	0	0	0	1	2	3	2	2	2	2	1	2	2	2	2	1	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	2	1	2	2	2	2	1	1	1	1	0	0	0	0	0	0	0	0	0	1	3	4	0	1	0	1	1	1	0	1	999	600	1	12	BBBBFFF
