scl_gsi,whi_ges,gke_ges,soz_ges,asi_ges,lzh_ges,whi_change,bsq_ges,lzh_change,das_ges,woc_gese,ses_kom,scl_change,asi_change,gke_change,woc_gesp,bmi_kat,das_change,bsq_change,ile,soz_change,bild
0.013055272973889417,0.008646998982705933,0.008240081383519775,0.008070532383858875,0.0061376737877246,0.004984740590030471,0.004781281790437386,0.003865717192268518,0.0034927093930145333,0.0034587995930823695,0.0034248897931501766,0.0030857917938283703,0.0029501525940996494,0.002848423194303114,0.0025771447948456762,0.0024075957951847694,0.002339776195320416,0.0022719565954560593,0.0013903017972193659,0.000915564598168835,0.0005086469989826722,0.00044082739911830424
