whi_ges,soz_ges,gke_ges,lzh_ges,ile,woc_gesp,woc_gese,asi_ges,bsq_ges,das_ges,scl_gsi,bild,bmi_kat,ses_kom,whi_change,soz_change,gke_change,lzh_change,asi_change,bsq_change,das_change,scl_change
0.11633387965486343,0.11366476129969015,0.11298450931784779,0.111666634978051,0.12054461709818533,0.11412646850128776,0.10525248680471976,0.1098887363930966,0.1136207550992183,0.10601591576362672,0.12179850589363511,0.11959425581131375,0.11165052314899673,0.1117178276124118,0.11259725235561807,0.10597738493025798,0.11169758848213919,0.1106565502526608,0.1136268825316824,0.10553715701315473,0.10928122003541739,0.10977915911803347
