whi_ges,soz_ges,gke_ges,lzh_ges,ile,woc_gesp,woc_gese,asi_ges,bsq_ges,das_ges,scl_gsi,bild,bmi_kat,ses_kom,whi_change,soz_change,gke_change,lzh_change,asi_change,bsq_change,das_change,scl_change
0.11322909049460937,0.0,-0.0657042529855669,-0.013593913937660077,0.0,0.0,0.1824344676565449,0.0,0.10280443161884985,0.2617921774802856,0.33356644237696825,-0.013087746716368257,0.0,-0.08950917528793179,0.0,0.0,-0.0677068292004854,0.0,0.07737170886536261,0.04383161714118709,0.10671032725782377,0.23209473084653698
